,name,car_name,car_type,is_test
5355,05356_Hyundai Elantra Touring Hatchback 2012.jpg,Hyundai Elantra Touring Hatchback 2012,Midsize,0
5356,05357_GMC Savana Van 2012.jpg,GMC Savana Van 2012,Large,0
5357,05358_GMC Yukon Hybrid SUV 2012.jpg,GMC Yukon Hybrid SUV 2012,Large,0
5360,05361_Toyota Corolla Sedan 2012.jpg,Toyota Corolla Sedan 2012,Midsize,0
5362,05363_Ford E-Series Wagon Van 2012.jpg,Ford E-Series Wagon Van 2012,Large,0
5363,05364_Plymouth Neon Coupe 1999.jpg,Plymouth Neon Coupe 1999,Midsize,0
5364,05365_Land Rover Range Rover SUV 2012.jpg,Land Rover Range Rover SUV 2012,Large,0
5366,05367_Volvo C30 Hatchback 2012.jpg,Volvo C30 Hatchback 2012,Small,0
5367,05368_Chevrolet Avalanche Crew Cab 2012.jpg,Chevrolet Avalanche Crew Cab 2012,Large,0
5368,05369_Ford F-150 Regular Cab 2012.jpg,Ford F-150 Regular Cab 2012,Large,0
5369,05370_Chevrolet Silverado 1500 Hybrid Crew Cab 2012.jpg,Chevrolet Silverado 1500 Hybrid Crew Cab 2012,Large,0
5370,05371_Mercedes-Benz C-Class Sedan 2012.jpg,Mercedes-Benz C-Class Sedan 2012,Midsize,0
5371,05372_Honda Odyssey Minivan 2007.jpg,Honda Odyssey Minivan 2007,Large,0
5373,05374_Buick Regal GS 2012.jpg,Buick Regal GS 2012,Midsize,0
5374,05375_GMC Yukon Hybrid SUV 2012.jpg,GMC Yukon Hybrid SUV 2012,Large,0
5375,05376_Volvo 240 Sedan 1993.jpg,Volvo 240 Sedan 1993,Midsize,0
5376,05377_Ford Focus Sedan 2007.jpg,Ford Focus Sedan 2007,Midsize,0
5377,05378_Chevrolet Malibu Sedan 2007.jpg,Chevrolet Malibu Sedan 2007,Midsize,0
5378,05379_BMW M5 Sedan 2010.jpg,BMW M5 Sedan 2010,Midsize,0
5379,05380_Cadillac Escalade EXT Crew Cab 2007.jpg,Cadillac Escalade EXT Crew Cab 2007,Large,0
5380,05381_HUMMER H2 SUT Crew Cab 2009.jpg,HUMMER H2 SUT Crew Cab 2009,Large,0
5382,05383_GMC Savana Van 2012.jpg,GMC Savana Van 2012,Large,0
5383,05384_Dodge Magnum Wagon 2008.jpg,Dodge Magnum Wagon 2008,Midsize,0
5385,05386_Acura ZDX Hatchback 2012.jpg,Acura ZDX Hatchback 2012,Midsize,0
5386,05387_Toyota Camry Sedan 2012.jpg,Toyota Camry Sedan 2012,Midsize,0
5387,05388_Nissan Juke Hatchback 2012.jpg,Nissan Juke Hatchback 2012,Large,0
5389,05390_Ford F-150 Regular Cab 2012.jpg,Ford F-150 Regular Cab 2012,Large,0
5390,05391_Honda Odyssey Minivan 2007.jpg,Honda Odyssey Minivan 2007,Large,0
5391,05392_Audi TT Hatchback 2011.jpg,Audi TT Hatchback 2011,Small,0
5394,05395_BMW 3 Series Sedan 2012.jpg,BMW 3 Series Sedan 2012,Midsize,0
5395,05396_Buick Enclave SUV 2012.jpg,Buick Enclave SUV 2012,Large,0
5398,05399_Mercedes-Benz Sprinter Van 2012.jpg,Mercedes-Benz Sprinter Van 2012,Large,0
5399,05400_Hyundai Santa Fe SUV 2012.jpg,Hyundai Santa Fe SUV 2012,Large,0
5401,05402_BMW X3 SUV 2012.jpg,BMW X3 SUV 2012,Large,0
5404,05405_Acura TL Type-S 2008.jpg,Acura TL Type-S 2008,Midsize,0
5405,05406_Honda Accord Sedan 2012.jpg,Honda Accord Sedan 2012,Midsize,0
5406,05407_Lincoln Town Car Sedan 2011.jpg,Lincoln Town Car Sedan 2011,Midsize,0
5408,05409_Maybach Landaulet Convertible 2012.jpg,Maybach Landaulet Convertible 2012,Midsize,0
5409,05410_Toyota Corolla Sedan 2012.jpg,Toyota Corolla Sedan 2012,Midsize,0
5411,05412_Dodge Caliber Wagon 2012.jpg,Dodge Caliber Wagon 2012,Small,0
5412,05413_Audi S4 Sedan 2012.jpg,Audi S4 Sedan 2012,Midsize,0
5413,05414_Nissan Leaf Hatchback 2012.jpg,Nissan Leaf Hatchback 2012,Small,0
5415,05416_Chevrolet Silverado 1500 Regular Cab 2012.jpg,Chevrolet Silverado 1500 Regular Cab 2012,Large,0
5417,05418_Ram CV Cargo Van Minivan 2012.jpg,Ram C/V Cargo Van Minivan 2012,Large,1
5418,05419_FIAT 500 Abarth 2012.jpg,FIAT 500 Abarth 2012,Small,1
5419,05420_Tesla Model S Sedan 2012.jpg,Tesla Model S Sedan 2012,Midsize,0
5420,05421_Cadillac CTS-V Sedan 2012.jpg,Cadillac CTS-V Sedan 2012,Midsize,0
5421,05422_Suzuki SX4 Sedan 2012.jpg,Suzuki SX4 Sedan 2012,Midsize,0
5422,05423_Ferrari FF Coupe 2012.jpg,Ferrari FF Coupe 2012,Small,0
5423,05424_Fisker Karma Sedan 2012.jpg,Fisker Karma Sedan 2012,Midsize,0
5427,05428_Ford Focus Sedan 2007.jpg,Ford Focus Sedan 2007,Midsize,0
5428,05429_Audi S4 Sedan 2007.jpg,Audi S4 Sedan 2007,Midsize,0
5430,05431_Dodge Charger Sedan 2012.jpg,Dodge Charger Sedan 2012,Midsize,0
5431,05432_Chevrolet Avalanche Crew Cab 2012.jpg,Chevrolet Avalanche Crew Cab 2012,Large,0
5432,05433_Ford Expedition EL SUV 2009.jpg,Ford Expedition EL SUV 2009,Large,0
5433,05434_Acura TL Sedan 2012.jpg,Acura TL Sedan 2012,Midsize,0
5434,05435_Audi TT Hatchback 2011.jpg,Audi TT Hatchback 2011,Small,0
5436,05437_Chevrolet Impala Sedan 2007.jpg,Chevrolet Impala Sedan 2007,Midsize,0
5437,05438_Volvo C30 Hatchback 2012.jpg,Volvo C30 Hatchback 2012,Small,0
5438,05439_Chevrolet TrailBlazer SS 2009.jpg,Chevrolet TrailBlazer SS 2009,Large,0
5440,05441_Rolls-Royce Phantom Drophead Coupe Convertible 2012.jpg,Rolls-Royce Phantom Drophead Coupe Convertible 2012,Midsize,0
5442,05443_BMW X6 SUV 2012.jpg,BMW X6 SUV 2012,Large,1
5443,05444_GMC Savana Van 2012.jpg,GMC Savana Van 2012,Large,0
5445,05446_Chevrolet Traverse SUV 2012.jpg,Chevrolet Traverse SUV 2012,Midsize,0
5446,05447_Chevrolet Silverado 2500HD Regular Cab 2012.jpg,Chevrolet Silverado 2500HD Regular Cab 2012,Large,0
5447,05448_Audi TT Hatchback 2011.jpg,Audi TT Hatchback 2011,Small,0
5448,05449_Chevrolet Silverado 1500 Classic Extended Cab 2007.jpg,Chevrolet Silverado 1500 Classic Extended Cab 2007,Large,1
5449,05450_Dodge Charger Sedan 2012.jpg,Dodge Charger Sedan 2012,Midsize,0
5451,05452_Mercedes-Benz S-Class Sedan 2012.jpg,Mercedes-Benz S-Class Sedan 2012,Midsize,0
5453,05454_Bentley Arnage Sedan 2009.jpg,Bentley Arnage Sedan 2009,Midsize,0
5455,05456_Daewoo Nubira Wagon 2002.jpg,Daewoo Nubira Wagon 2002,Midsize,0
5456,05457_Ford Ranger SuperCab 2011.jpg,Ford Ranger SuperCab 2011,Large,1
5457,05458_FIAT 500 Abarth 2012.jpg,FIAT 500 Abarth 2012,Small,0
5458,05459_Tesla Model S Sedan 2012.jpg,Tesla Model S Sedan 2012,Midsize,0
5462,05463_BMW X5 SUV 2007.jpg,BMW X5 SUV 2007,Large,0
5465,05466_Hyundai Tucson SUV 2012.jpg,Hyundai Tucson SUV 2012,Large,0
5466,05467_Nissan Leaf Hatchback 2012.jpg,Nissan Leaf Hatchback 2012,Small,0
5467,05468_Buick Verano Sedan 2012.jpg,Buick Verano Sedan 2012,Midsize,0
5471,05472_Chevrolet Express Van 2007.jpg,Chevrolet Express Van 2007,Large,0
5473,05474_Ford Focus Sedan 2007.jpg,Ford Focus Sedan 2007,Midsize,0
5474,05475_Plymouth Neon Coupe 1999.jpg,Plymouth Neon Coupe 1999,Midsize,1
5475,05476_Dodge Sprinter Cargo Van 2009.jpg,Dodge Sprinter Cargo Van 2009,Large,0
5478,05479_Chevrolet Silverado 1500 Classic Extended Cab 2007.jpg,Chevrolet Silverado 1500 Classic Extended Cab 2007,Large,0
5482,05483_Cadillac CTS-V Sedan 2012.jpg,Cadillac CTS-V Sedan 2012,Midsize,1
5483,05484_Toyota 4Runner SUV 2012.jpg,Toyota 4Runner SUV 2012,Large,1
5485,05486_Fisker Karma Sedan 2012.jpg,Fisker Karma Sedan 2012,Midsize,0
5486,05487_Ford Fiesta Sedan 2012.jpg,Ford Fiesta Sedan 2012,Midsize,0
5487,05488_Chrysler Town and Country Minivan 2012.jpg,Chrysler Town and Country Minivan 2012,Large,0
5488,05489_Daewoo Nubira Wagon 2002.jpg,Daewoo Nubira Wagon 2002,Midsize,0
5492,05493_Daewoo Nubira Wagon 2002.jpg,Daewoo Nubira Wagon 2002,Midsize,0
5493,05494_Rolls-Royce Phantom Drophead Coupe Convertible 2012.jpg,Rolls-Royce Phantom Drophead Coupe Convertible 2012,Midsize,0
5494,05495_Ford F-150 Regular Cab 2007.jpg,Ford F-150 Regular Cab 2007,Large,0
5495,05496_Dodge Dakota Crew Cab 2010.jpg,Dodge Dakota Crew Cab 2010,Large,0
5499,05500_Dodge Caravan Minivan 1997.jpg,Dodge Caravan Minivan 1997,Large,0
5500,05501_Hyundai Veloster Hatchback 2012.jpg,Hyundai Veloster Hatchback 2012,Small,0
5502,05503_Mercedes-Benz Sprinter Van 2012.jpg,Mercedes-Benz Sprinter Van 2012,Large,0
5503,05504_Nissan Leaf Hatchback 2012.jpg,Nissan Leaf Hatchback 2012,Small,0
5505,05506_Hyundai Tucson SUV 2012.jpg,Hyundai Tucson SUV 2012,Large,1
5507,05508_FIAT 500 Abarth 2012.jpg,FIAT 500 Abarth 2012,Small,0
5510,05511_Suzuki SX4 Sedan 2012.jpg,Suzuki SX4 Sedan 2012,Midsize,0
5512,05513_Ferrari FF Coupe 2012.jpg,Ferrari FF Coupe 2012,Small,0
5513,05514_BMW ActiveHybrid 5 Sedan 2012.jpg,BMW ActiveHybrid 5 Sedan 2012,Midsize,0
5514,05515_Hyundai Santa Fe SUV 2012.jpg,Hyundai Santa Fe SUV 2012,Large,0
5515,05516_Chrysler 300 SRT-8 2010.jpg,Chrysler 300 SRT-8 2010,Midsize,0
5518,05519_Volkswagen Golf Hatchback 2012.jpg,Volkswagen Golf Hatchback 2012,Small,0
5519,05520_GMC Yukon Hybrid SUV 2012.jpg,GMC Yukon Hybrid SUV 2012,Large,0
5521,05522_Plymouth Neon Coupe 1999.jpg,Plymouth Neon Coupe 1999,Midsize,1
5522,05523_Hyundai Elantra Sedan 2007.jpg,Hyundai Elantra Sedan 2007,Midsize,0
5525,05526_HUMMER H2 SUT Crew Cab 2009.jpg,HUMMER H2 SUT Crew Cab 2009,Large,0
5526,05527_Toyota Sequoia SUV 2012.jpg,Toyota Sequoia SUV 2012,Large,0
5527,05528_Volkswagen Golf Hatchback 1991.jpg,Volkswagen Golf Hatchback 1991,Small,0
5530,05531_Dodge Caliber Wagon 2007.jpg,Dodge Caliber Wagon 2007,Small,0
5531,05532_GMC Canyon Extended Cab 2012.jpg,GMC Canyon Extended Cab 2012,Large,0
5532,05533_Rolls-Royce Ghost Sedan 2012.jpg,Rolls-Royce Ghost Sedan 2012,Midsize,1
5534,05535_BMW X6 SUV 2012.jpg,BMW X6 SUV 2012,Large,0
5536,05537_Rolls-Royce Ghost Sedan 2012.jpg,Rolls-Royce Ghost Sedan 2012,Midsize,0
5537,05538_Suzuki Kizashi Sedan 2012.jpg,Suzuki Kizashi Sedan 2012,Midsize,0
5539,05540_Buick Regal GS 2012.jpg,Buick Regal GS 2012,Midsize,0
5542,05543_Chevrolet Avalanche Crew Cab 2012.jpg,Chevrolet Avalanche Crew Cab 2012,Large,0
5544,05545_Acura TL Sedan 2012.jpg,Acura TL Sedan 2012,Midsize,0
5545,05546_Hyundai Sonata Sedan 2012.jpg,Hyundai Sonata Sedan 2012,Midsize,0
5547,05548_Bentley Mulsanne Sedan 2011.jpg,Bentley Mulsanne Sedan 2011,Midsize,0
5548,05549_Hyundai Elantra Sedan 2007.jpg,Hyundai Elantra Sedan 2007,Midsize,1
5549,05550_Dodge Durango SUV 2012.jpg,Dodge Durango SUV 2012,Large,0
5550,05551_Jeep Wrangler SUV 2012.jpg,Jeep Wrangler SUV 2012,Large,0
5552,05553_Toyota Corolla Sedan 2012.jpg,Toyota Corolla Sedan 2012,Midsize,0
5553,05554_Dodge Caliber Wagon 2007.jpg,Dodge Caliber Wagon 2007,Small,0
5558,05559_Chrysler 300 SRT-8 2010.jpg,Chrysler 300 SRT-8 2010,Midsize,0
5560,05561_Nissan Juke Hatchback 2012.jpg,Nissan Juke Hatchback 2012,Large,0
5561,05562_Dodge Journey SUV 2012.jpg,Dodge Journey SUV 2012,Midsize,0
5563,05564_Cadillac Escalade EXT Crew Cab 2007.jpg,Cadillac Escalade EXT Crew Cab 2007,Large,0
5565,05566_Dodge Journey SUV 2012.jpg,Dodge Journey SUV 2012,Midsize,0
5567,05568_BMW 3 Series Wagon 2012.jpg,BMW 3 Series Wagon 2012,Midsize,0
5568,05569_Chevrolet HHR SS 2010.jpg,Chevrolet HHR SS 2010,Small,0
5570,05571_Chevrolet Silverado 1500 Regular Cab 2012.jpg,Chevrolet Silverado 1500 Regular Cab 2012,Large,0
5571,05572_Audi TT Hatchback 2011.jpg,Audi TT Hatchback 2011,Small,1
5572,05573_GMC Terrain SUV 2012.jpg,GMC Terrain SUV 2012,Midsize,0
5573,05574_Ford F-150 Regular Cab 2007.jpg,Ford F-150 Regular Cab 2007,Large,0
5574,05575_Dodge Dakota Crew Cab 2010.jpg,Dodge Dakota Crew Cab 2010,Large,0
5575,05576_Audi 100 Wagon 1994.jpg,Audi 100 Wagon 1994,Midsize,0
5576,05577_Jeep Grand Cherokee SUV 2012.jpg,Jeep Grand Cherokee SUV 2012,Large,0
5579,05580_Dodge Charger SRT-8 2009.jpg,Dodge Charger SRT-8 2009,Midsize,0
5581,05582_Mitsubishi Lancer Sedan 2012.jpg,Mitsubishi Lancer Sedan 2012,Midsize,1
5582,05583_Suzuki SX4 Hatchback 2012.jpg,Suzuki SX4 Hatchback 2012,Small,0
5584,05585_Lincoln Town Car Sedan 2011.jpg,Lincoln Town Car Sedan 2011,Midsize,0
5587,05588_Mitsubishi Lancer Sedan 2012.jpg,Mitsubishi Lancer Sedan 2012,Midsize,0
5588,05589_Land Rover LR2 SUV 2012.jpg,Land Rover LR2 SUV 2012,Large,0
5589,05590_GMC Terrain SUV 2012.jpg,GMC Terrain SUV 2012,Midsize,0
5591,05592_BMW 3 Series Wagon 2012.jpg,BMW 3 Series Wagon 2012,Midsize,0
5592,05593_Daewoo Nubira Wagon 2002.jpg,Daewoo Nubira Wagon 2002,Midsize,0
5593,05594_Audi 100 Sedan 1994.jpg,Audi 100 Sedan 1994,Midsize,0
5595,05596_Nissan NV Passenger Van 2012.jpg,Nissan NV Passenger Van 2012,Large,1
5597,05598_Dodge Caliber Wagon 2007.jpg,Dodge Caliber Wagon 2007,Small,0
5598,05599_Land Rover Range Rover SUV 2012.jpg,Land Rover Range Rover SUV 2012,Large,0
5599,05600_Chevrolet HHR SS 2010.jpg,Chevrolet HHR SS 2010,Small,1
5601,05602_Ford Expedition EL SUV 2009.jpg,Ford Expedition EL SUV 2009,Large,0
5603,05604_BMW 3 Series Wagon 2012.jpg,BMW 3 Series Wagon 2012,Midsize,0
5604,05605_Buick Enclave SUV 2012.jpg,Buick Enclave SUV 2012,Large,0
5605,05606_Jeep Wrangler SUV 2012.jpg,Jeep Wrangler SUV 2012,Large,0
5606,05607_Volkswagen Golf Hatchback 1991.jpg,Volkswagen Golf Hatchback 1991,Small,0
5607,05608_Ferrari FF Coupe 2012.jpg,Ferrari FF Coupe 2012,Small,0
5608,05609_Ford F-150 Regular Cab 2012.jpg,Ford F-150 Regular Cab 2012,Large,0
5610,05611_Dodge Charger Sedan 2012.jpg,Dodge Charger Sedan 2012,Midsize,0
5612,05613_Rolls-Royce Phantom Drophead Coupe Convertible 2012.jpg,Rolls-Royce Phantom Drophead Coupe Convertible 2012,Midsize,0
5613,05614_Chevrolet Express Cargo Van 2007.jpg,Chevrolet Express Cargo Van 2007,Large,1
5614,05615_Hyundai Azera Sedan 2012.jpg,Hyundai Azera Sedan 2012,Midsize,0
5616,05617_Ford Edge SUV 2012.jpg,Ford Edge SUV 2012,Midsize,0
5618,05619_Ford E-Series Wagon Van 2012.jpg,Ford E-Series Wagon Van 2012,Large,0
5619,05620_Suzuki Kizashi Sedan 2012.jpg,Suzuki Kizashi Sedan 2012,Midsize,1
5622,05623_Rolls-Royce Phantom Drophead Coupe Convertible 2012.jpg,Rolls-Royce Phantom Drophead Coupe Convertible 2012,Midsize,0
5624,05625_Volvo 240 Sedan 1993.jpg,Volvo 240 Sedan 1993,Midsize,1
5625,05626_Mitsubishi Lancer Sedan 2012.jpg,Mitsubishi Lancer Sedan 2012,Midsize,0
5626,05627_Jeep Liberty SUV 2012.jpg,Jeep Liberty SUV 2012,Large,0
5627,05628_Chrysler 300 SRT-8 2010.jpg,Chrysler 300 SRT-8 2010,Midsize,0
5629,05630_Chevrolet Sonic Sedan 2012.jpg,Chevrolet Sonic Sedan 2012,Midsize,0
5630,05631_Nissan Juke Hatchback 2012.jpg,Nissan Juke Hatchback 2012,Large,0
5632,05633_BMW 3 Series Wagon 2012.jpg,BMW 3 Series Wagon 2012,Midsize,0
5635,05636_Hyundai Sonata Sedan 2012.jpg,Hyundai Sonata Sedan 2012,Midsize,1
5636,05637_Jeep Liberty SUV 2012.jpg,Jeep Liberty SUV 2012,Large,0
5638,05639_Chevrolet Avalanche Crew Cab 2012.jpg,Chevrolet Avalanche Crew Cab 2012,Large,0
5642,05643_Toyota Corolla Sedan 2012.jpg,Toyota Corolla Sedan 2012,Midsize,0
5643,05644_Audi S4 Sedan 2012.jpg,Audi S4 Sedan 2012,Midsize,0
5644,05645_Audi 100 Wagon 1994.jpg,Audi 100 Wagon 1994,Midsize,0
5645,05646_Chevrolet HHR SS 2010.jpg,Chevrolet HHR SS 2010,Small,0
5647,05648_Bentley Arnage Sedan 2009.jpg,Bentley Arnage Sedan 2009,Midsize,1
5648,05649_Ford F-150 Regular Cab 2007.jpg,Ford F-150 Regular Cab 2007,Large,0
5649,05650_BMW 3 Series Sedan 2012.jpg,BMW 3 Series Sedan 2012,Midsize,0
5650,05651_Fisker Karma Sedan 2012.jpg,Fisker Karma Sedan 2012,Midsize,0
5652,05653_Dodge Dakota Crew Cab 2010.jpg,Dodge Dakota Crew Cab 2010,Large,0
5654,05655_Ford Freestar Minivan 2007.jpg,Ford Freestar Minivan 2007,Large,0
5658,05659_Ferrari FF Coupe 2012.jpg,Ferrari FF Coupe 2012,Small,0
5660,05661_Land Rover Range Rover SUV 2012.jpg,Land Rover Range Rover SUV 2012,Large,0
5661,05662_Dodge Charger Sedan 2012.jpg,Dodge Charger Sedan 2012,Midsize,0
5662,05663_Ford E-Series Wagon Van 2012.jpg,Ford E-Series Wagon Van 2012,Large,0
5663,05664_GMC Savana Van 2012.jpg,GMC Savana Van 2012,Large,0
5664,05665_Daewoo Nubira Wagon 2002.jpg,Daewoo Nubira Wagon 2002,Midsize,0
5665,05666_Tesla Model S Sedan 2012.jpg,Tesla Model S Sedan 2012,Midsize,0
5668,05669_Fisker Karma Sedan 2012.jpg,Fisker Karma Sedan 2012,Midsize,0
5670,05671_Acura Integra Type R 2001.jpg,Acura Integra Type R 2001,Small,0
5671,05672_Chevrolet Traverse SUV 2012.jpg,Chevrolet Traverse SUV 2012,Midsize,0
5672,05673_Porsche Panamera Sedan 2012.jpg,Porsche Panamera Sedan 2012,Small,1
5676,05677_Mercedes-Benz Sprinter Van 2012.jpg,Mercedes-Benz Sprinter Van 2012,Large,0
5677,05678_Nissan NV Passenger Van 2012.jpg,Nissan NV Passenger Van 2012,Large,0
5678,05679_Volkswagen Golf Hatchback 2012.jpg,Volkswagen Golf Hatchback 2012,Small,0
5679,05680_Porsche Panamera Sedan 2012.jpg,Porsche Panamera Sedan 2012,Small,0
5681,05682_Dodge Ram Pickup 3500 Quad Cab 2009.jpg,Dodge Ram Pickup 3500 Quad Cab 2009,Large,0
5683,05684_Dodge Ram Pickup 3500 Quad Cab 2009.jpg,Dodge Ram Pickup 3500 Quad Cab 2009,Large,0
5684,05685_BMW X6 SUV 2012.jpg,BMW X6 SUV 2012,Large,1
5685,05686_Dodge Caravan Minivan 1997.jpg,Dodge Caravan Minivan 1997,Large,0
5686,05687_Land Rover Range Rover SUV 2012.jpg,Land Rover Range Rover SUV 2012,Large,0
5687,05688_Audi S4 Sedan 2007.jpg,Audi S4 Sedan 2007,Midsize,1
5688,05689_Hyundai Tucson SUV 2012.jpg,Hyundai Tucson SUV 2012,Large,0
5689,05690_Jeep Grand Cherokee SUV 2012.jpg,Jeep Grand Cherokee SUV 2012,Large,0
5691,05692_Buick Rainier SUV 2007.jpg,Buick Rainier SUV 2007,Large,0
5694,05695_Bentley Arnage Sedan 2009.jpg,Bentley Arnage Sedan 2009,Midsize,1
5695,05696_Nissan NV Passenger Van 2012.jpg,Nissan NV Passenger Van 2012,Large,0
5696,05697_Ford Fiesta Sedan 2012.jpg,Ford Fiesta Sedan 2012,Midsize,0
5697,05698_Cadillac SRX SUV 2012.jpg,Cadillac SRX SUV 2012,Large,0
5699,05700_Suzuki SX4 Hatchback 2012.jpg,Suzuki SX4 Hatchback 2012,Small,0
5701,05702_Cadillac Escalade EXT Crew Cab 2007.jpg,Cadillac Escalade EXT Crew Cab 2007,Large,0
5702,05703_Nissan NV Passenger Van 2012.jpg,Nissan NV Passenger Van 2012,Large,0
5703,05704_GMC Canyon Extended Cab 2012.jpg,GMC Canyon Extended Cab 2012,Large,0
5704,05705_Audi S6 Sedan 2011.jpg,Audi S6 Sedan 2011,Midsize,0
5705,05706_BMW M5 Sedan 2010.jpg,BMW M5 Sedan 2010,Midsize,0
5707,05708_Toyota 4Runner SUV 2012.jpg,Toyota 4Runner SUV 2012,Large,0
5708,05709_FIAT 500 Abarth 2012.jpg,FIAT 500 Abarth 2012,Small,1
5709,05710_BMW ActiveHybrid 5 Sedan 2012.jpg,BMW ActiveHybrid 5 Sedan 2012,Midsize,0
5711,05712_Honda Accord Sedan 2012.jpg,Honda Accord Sedan 2012,Midsize,0
5712,05713_Audi 100 Wagon 1994.jpg,Audi 100 Wagon 1994,Midsize,0
5713,05714_GMC Canyon Extended Cab 2012.jpg,GMC Canyon Extended Cab 2012,Large,0
5715,05716_Dodge Journey SUV 2012.jpg,Dodge Journey SUV 2012,Midsize,0
5716,05717_Audi 100 Sedan 1994.jpg,Audi 100 Sedan 1994,Midsize,0
5719,05720_BMW ActiveHybrid 5 Sedan 2012.jpg,BMW ActiveHybrid 5 Sedan 2012,Midsize,0
5720,05721_Dodge Caravan Minivan 1997.jpg,Dodge Caravan Minivan 1997,Large,0
5721,05722_Bentley Mulsanne Sedan 2011.jpg,Bentley Mulsanne Sedan 2011,Midsize,0
5722,05723_Dodge Dakota Crew Cab 2010.jpg,Dodge Dakota Crew Cab 2010,Large,0
5723,05724_Chevrolet Malibu Sedan 2007.jpg,Chevrolet Malibu Sedan 2007,Midsize,0
5724,05725_Isuzu Ascender SUV 2008.jpg,Isuzu Ascender SUV 2008,Large,1
5726,05727_Hyundai Azera Sedan 2012.jpg,Hyundai Azera Sedan 2012,Midsize,0
5727,05728_Chrysler Aspen SUV 2009.jpg,Chrysler Aspen SUV 2009,Large,0
5729,05730_Chevrolet Silverado 1500 Hybrid Crew Cab 2012.jpg,Chevrolet Silverado 1500 Hybrid Crew Cab 2012,Large,0
5730,05731_Dodge Durango SUV 2012.jpg,Dodge Durango SUV 2012,Large,0
5731,05732_Ford F-150 Regular Cab 2012.jpg,Ford F-150 Regular Cab 2012,Large,0
5732,05733_Hyundai Accent Sedan 2012.jpg,Hyundai Accent Sedan 2012,Midsize,0
5735,05736_Jeep Wrangler SUV 2012.jpg,Jeep Wrangler SUV 2012,Large,0
5737,05738_Cadillac Escalade EXT Crew Cab 2007.jpg,Cadillac Escalade EXT Crew Cab 2007,Large,0
5738,05739_Chevrolet Express Cargo Van 2007.jpg,Chevrolet Express Cargo Van 2007,Large,0
5740,05741_Cadillac SRX SUV 2012.jpg,Cadillac SRX SUV 2012,Large,0
5741,05742_Scion xD Hatchback 2012.jpg,Scion xD Hatchback 2012,Small,0
5742,05743_Chevrolet Tahoe Hybrid SUV 2012.jpg,Chevrolet Tahoe Hybrid SUV 2012,Large,0
5743,05744_Jeep Patriot SUV 2012.jpg,Jeep Patriot SUV 2012,Large,0
5744,05745_Chrysler 300 SRT-8 2010.jpg,Chrysler 300 SRT-8 2010,Midsize,1
5745,05746_Hyundai Elantra Sedan 2007.jpg,Hyundai Elantra Sedan 2007,Midsize,0
5747,05748_Acura TL Sedan 2012.jpg,Acura TL Sedan 2012,Midsize,0
5748,05749_Toyota 4Runner SUV 2012.jpg,Toyota 4Runner SUV 2012,Large,0
5749,05750_Suzuki Aerio Sedan 2007.jpg,Suzuki Aerio Sedan 2007,Midsize,0
5751,05752_Dodge Caravan Minivan 1997.jpg,Dodge Caravan Minivan 1997,Large,1
5752,05753_Ford F-150 Regular Cab 2012.jpg,Ford F-150 Regular Cab 2012,Large,0
5754,05755_Hyundai Azera Sedan 2012.jpg,Hyundai Azera Sedan 2012,Midsize,0
5755,05756_Lincoln Town Car Sedan 2011.jpg,Lincoln Town Car Sedan 2011,Midsize,0
5757,05758_Buick Enclave SUV 2012.jpg,Buick Enclave SUV 2012,Large,0
5758,05759_Chevrolet Sonic Sedan 2012.jpg,Chevrolet Sonic Sedan 2012,Midsize,0
5760,05761_Porsche Panamera Sedan 2012.jpg,Porsche Panamera Sedan 2012,Small,0
5762,05763_Bentley Mulsanne Sedan 2011.jpg,Bentley Mulsanne Sedan 2011,Midsize,0
5763,05764_Chrysler Town and Country Minivan 2012.jpg,Chrysler Town and Country Minivan 2012,Large,0
5764,05765_Dodge Charger SRT-8 2009.jpg,Dodge Charger SRT-8 2009,Midsize,0
5765,05766_Volkswagen Golf Hatchback 2012.jpg,Volkswagen Golf Hatchback 2012,Small,0
5767,05768_Dodge Charger SRT-8 2009.jpg,Dodge Charger SRT-8 2009,Midsize,1
5769,05770_Scion xD Hatchback 2012.jpg,Scion xD Hatchback 2012,Small,0
5770,05771_GMC Terrain SUV 2012.jpg,GMC Terrain SUV 2012,Midsize,0
5771,05772_BMW X3 SUV 2012.jpg,BMW X3 SUV 2012,Large,0
5772,05773_Hyundai Veloster Hatchback 2012.jpg,Hyundai Veloster Hatchback 2012,Small,0
5773,05774_Rolls-Royce Ghost Sedan 2012.jpg,Rolls-Royce Ghost Sedan 2012,Midsize,0
5775,05776_Jeep Patriot SUV 2012.jpg,Jeep Patriot SUV 2012,Large,0
5777,05778_Mazda Tribute SUV 2011.jpg,Mazda Tribute SUV 2011,Large,0
5779,05780_Jeep Compass SUV 2012.jpg,Jeep Compass SUV 2012,Midsize,0
5780,05781_Chevrolet Malibu Sedan 2007.jpg,Chevrolet Malibu Sedan 2007,Midsize,0
5782,05783_Ford Edge SUV 2012.jpg,Ford Edge SUV 2012,Midsize,0
5783,05784_Dodge Journey SUV 2012.jpg,Dodge Journey SUV 2012,Midsize,0
5784,05785_Nissan NV Passenger Van 2012.jpg,Nissan NV Passenger Van 2012,Large,0
5785,05786_Chevrolet HHR SS 2010.jpg,Chevrolet HHR SS 2010,Small,1
5788,05789_Rolls-Royce Phantom Drophead Coupe Convertible 2012.jpg,Rolls-Royce Phantom Drophead Coupe Convertible 2012,Midsize,0
